direction;winner;gap;text;ios;ios_score;android;android_score;gold
pl-en;ios;100.0000;Napełnij to.;Fill it up.;100.0000;Fill this.;0.0000;Fill it up.
pl-en;ios;100.0000;Mary weszła.;Mary came in.;100.0000;Mary entered.;0.0000;Mary came in.
pl-en;ios;100.0000;Zbankrutował.;He went bankrupt.;100.0000;Bankrupt.;0.0000;He went bankrupt.
pl-en;android;-100.0000;Wesołego Dnia Dziękczynienia.;Happy Thanksgiving.;0.0000;Happy Thanksgiving Day.;100.0000;Happy Thanksgiving Day.
pl-en;android;-100.0000;Tylko żartuję.;Just kidding.;0.0000;I'm just kidding.;100.0000;I'm just kidding.
pl-en;android;-100.0000;Odjechali.;They left.;0.0000;They drove away.;100.0000;They drove away.
pl-en;android;-100.0000;Mennad płakał.;Mennad cried.;0.0000;Mennad was crying.;100.0000;Mennad was crying.
pl-en;android;-100.0000;Kareta.;Carry.;0.0000;Four of a kind.;100.0000;Four of a kind.
pl-en;android;-100.0000;Proszę odejdź!;Please leave!;0.0000;Please go away!;100.0000;Please go away!
pl-en;android;-83.5905;Wydaje mi się, że ona jest odrobinę samolubna.;I think she's a bit selfish.;16.4095;It seems to me that she is a little selfish.;100.0000;It seems to me that she is a little selfish.
pl-en;android;-80.9292;Z wiekiem nabieramy mądrości.;As we get older, we gain wisdom.;19.0708;We gain wisdom with age.;100.0000;We gain wisdom with age.
pl-en;android;-80.9292;Nie mam zamiaru tego sprzedawać.;I'm not going to sell it.;19.0708;I have no intention of selling it.;100.0000;I have no intention of selling it.
pl-en;android;-80.9292;Dzisiaj jest za gorąco na opalanie się.;It's too hot to sunbathe today.;19.0708;Today is too hot for sunbathing.;100.0000;Today is too hot for sunbathing.
pl-en;android;-80.7944;Nie weszły.;They didn't come in.;19.2056;They did not enter.;100.0000;They did not enter.
pl-en;android;-80.7944;Nie weszli.;They didn't come in.;19.2056;They did not enter.;100.0000;They did not enter.
pl-en;android;-80.7944;Ona nic nie wie.;She doesn't know anything.;19.2056;She knows nothing.;100.0000;She knows nothing.
pl-en;android;-80.7944;On nic nie wie.;He doesn't know anything.;19.2056;He knows nothing.;100.0000;He knows nothing.
pl-en;android;-79.5071;Jestem przekonany, że mam rację.;I'm sure I'm right.;20.4929;I am convinced that I am right.;100.0000;I am convinced that I am right.
pl-en;android;-78.7455;Layla nie mogła już oddychać.;Layla couldn't breathe anymore.;21.2545;Layla could no longer breathe.;100.0000;Layla could no longer breathe.
pl-en;android;-78.3331;To żart, prawda?;It's a joke, isn't it?;21.6669;This is a joke, right?;100.0000;This is a joke, right?
pl-en;android;-78.2640;Sami opiekował się swoim wielbłądem.;He took care of his camel himself.;21.7360;Sami looked after his camel.;100.0000;Sami looked after his camel.
pl-en;android;-78.2640;Twój ojciec nic nie wie.;Your father doesn't know anything.;21.7360;Your father knows nothing.;100.0000;Your father knows nothing.
pl-en;android;-78.2640;Proszę pukać przed wejściem.;Please knock in front of the entrance.;21.7360;Please knock before entering.;100.0000;Please knock before entering.
