direction;winner;gap;text;ios;ios_score;android;android_score;gold
en-pl;android;-0.2934;I love bread.;Uwielbiam chleb.;0.7066;Kocham chleb.;1.0000;Kocham chleb.
en-pl;android;-0.2872;Let's take a look.;Eksptujmy.;0.7128;Spójrzmy.;1.0000;Spójrzmy.
en-pl;android;-0.2815;I'm going to fix it.;Zamierzam to naprawić.;0.7185;Naprawię to.;1.0000;Naprawię to.
en-pl;android;-0.2773;I know that.;Wiem o tym.;0.7227;Wiem to.;1.0000;Wiem to.
en-pl;android;-0.2722;Let's settle this now.;Załatwijmy to teraz.;0.7278;Ustalmy to teraz.;1.0000;Ustalmy to teraz.
en-pl;android;-0.2681;I was scared.;Byłem przerażony.;0.7319;Bałem się.;1.0000;Bałem się.
en-pl;android;-0.2661;Tom's cat is missing.;Kot Toma zaginął.;0.7339;Brakuje kota Toma.;1.0000;Brakuje kota Toma.
en-pl;android;-0.2647;I collapsed.;Załamałem się.;0.7353;Upadłem.;1.0000;Upadłem.
en-pl;android;-0.2646;I'm going to leave school.;Wychodzę ze szkoły.;0.7354;Zamierzam opuścić szkołę.;1.0000;Zamierzam opuścić szkołę.
pl-en;ios;0.2590;Skończyłyście?;Are you done?;1.0000;Skończyłyście?;0.7410;Are you done?
pl-en;ios;0.2513;Skończyliście?;Are you done?;1.0000;Skończyliście?;0.7487;Are you done?
pl-en;ios;0.2379;Dzwoniłeś?;Did you call?;1.0000;Dzwoniłeś?;0.7621;Did you call?
pl-en;ios;0.2293;Chrząknęłam.;I grunted.;1.0000;Chrząknęłam.;0.7707;I grunted.
pl-en;ios;0.2288;Przysiągłem.;I swore.;1.0000;Przysiągłem.;0.7712;I swore.
pl-en;ios;0.2275;Zwyciężyłem.;I won.;1.0000;Zwyciężyłem.;0.7725;I won.
pl-en;ios;0.2262;Oszalałeś?;Are you crazy?;1.0000;Oszalałeś?;0.7738;Are you crazy?
pl-en;ios;0.2257;Chrząknąłem.;I grunted.;1.0000;Chrząknąłem.;0.7743;I grunted.
pl-en;ios;0.2253;Pierdnęliście.;You farted.;1.0000;Pierdnęliście.;0.7747;You farted.
pl-en;ios;0.2252;Wrzeszczeliśmy.;We screamed.;1.0000;Wrzeszczeliśmy.;0.7748;We screamed.
pl-en;ios;0.2251;Strajkujemy!;We're on strike!;1.0000;Strajkujemy!;0.7749;We're on strike!
pl-en;ios;0.2250;Zajęczałam.;I groaned.;1.0000;Zajęczałam.;0.7750;I groaned.
pl-en;ios;0.2249;Pościłyśmy.;We fasted.;1.0000;Pościłyśmy.;0.7751;We fasted.
pl-en;ios;0.2247;Oszalałaś?;Are you crazy?;1.0000;Oszalałaś?;0.7753;Are you crazy?
pl-en;ios;0.2241;Uklękłam.;I knelt down.;1.0000;Uklękłam.;0.7759;I knelt down.
pl-en;ios;0.2237;Kłamiesz!;You're lying!;1.0000;Kłamiesz!;0.7763;You're lying!
pl-en;ios;0.2233;Powtórzcie!;Repeat!;1.0000;Powtórzcie!;0.7767;Repeat!
pl-en;ios;0.2231;Zajęczałem.;I groaned.;1.0000;Zajęczałem.;0.7769;I groaned.
pl-en;ios;0.2215;Pościliśmy.;We fasted.;1.0000;Pościliśmy.;0.7785;We fasted.
pl-en;ios;0.2208;Kłamiesz?;Are you lying?;1.0000;Kłamiesz?;0.7792;Are you lying?
pl-en;android;-0.1418;Dranie!;You're there!;0.8582;Bastards!;1.0000;Bastards!
pl-en;android;-0.1249;Kareta.;Carry.;0.8751;Four of a kind.;1.0000;Four of a kind.
pl-en;android;-0.1218;Szerzcie esperanto!;Spread esperanto!;0.8740;Strike Esperanto!;0.9958;Spread Esperanto!
pl-en;android;-0.1201;Drań!;You're a stard!;0.8799;Bastard!;1.0000;Bastard!
pl-en;android;-0.1198;Niech pan idzie.;Go, sir.;0.8765;You go.;0.9962;Please go.
pl-en;android;-0.1178;Tak powiedziałem.;That's what I said.;0.8822;I said so.;1.0000;I said so.
pl-en;android;-0.1104;Odjechali.;They left.;0.8896;They drove away.;1.0000;They drove away.
pl-en;android;-0.1097;Wstyd mi.;Shame on me.;0.8903;I am ashamed.;1.0000;I am ashamed.
pl-en;android;-0.1087;Ten ptak to pliszka.;This bird is a bird.;0.8913;This bird is a wagtail.;1.0000;This bird is a wagtail.
pl-en;android;-0.1071;Bardzo!;Very much!;0.8929;Very!;1.0000;Very!
pl-en;android;-0.1054;Nie weszły.;They didn't come in.;0.8946;They did not enter.;1.0000;They did not enter.
pl-en;android;-0.1054;Nie weszli.;They didn't come in.;0.8946;They did not enter.;1.0000;They did not enter.
pl-en;android;-0.1030;Daj nam spokój.;Give us a break.;0.8970;Give us peace.;1.0000;Give us peace.
pl-en;android;-0.1017;Dziwka.;Whore.;0.8983;Slut.;1.0000;Slut.
pl-en;android;-0.1008;Kto to stłukł?;Who smeake it?;0.8992;Who broke it?;1.0000;Who broke it?
pl-en;android;-0.0998;Kto dopingował?;Who was doping?;0.9002;Who cheered?;1.0000;Who cheered?
pl-en;android;-0.0996;Opanujcie się.;Get a hulp.;0.8769;Master yourself.;0.9766;Control yourselves.
pl-en;android;-0.0983;Rozważ następujący problem.;Consider the following issue.;0.9017;Consider the following problem.;1.0000;Consider the following problem.
pl-en;android;-0.0977;O włos uniknęłam wypadku.;I a hair'm a hair's escape.;0.8362;I avoided the accident.;0.9338;I escaped the accident by the skin of my teeth.
pl-en;android;-0.0975;To ty nie wiesz?;You don't know?;0.8627;Do not you know?;0.9602;Don't you know?
