direction;winner;gap;text;ios;ios_score;android;android_score;gold
en-pl;ios;18.4902;I'm as hungry as a horse.;Jestem głodny jak koń.;73.6628;Jestem tak głodny jako konia.;55.1726;Jestem głodny jak wilk.
en-pl;android;-35.6809;I'm so sorry.;Bardzo mi przykro.;24.1585;Przepraszam.;59.8394;Przepraszam bardzo.
en-pl;android;-19.4469;Don't forget that we have homework.;Nie zapominaj, że mamy pracę domową.;63.7023;Nie zapomnij, że mamy zadanie domowe.;83.1492;Nie zapominaj, że mamy zadanie domowe.
en-pl;android;-9.3825;The mail arrives before noon.;Poczta dociera przed południem.;61.3129;Poczta przybywa przed południem.;70.6955;Poczta przychodzi przed południem.
en-pl;android;-7.3035;Fear nothing.;Nie bój się niczego.;8.5034;Nic nie baw się.;15.8069;Bez obaw.
en-pl;android;-5.9672;Today the weather is nice.;Dzisiaj jest ładna pogoda.;42.3970;Dziś pogoda jest miła.;48.3643;Ładna dziś pogoda.
en-pl;android;-4.5294;Come again tomorrow.;Przyjdź ponownie jutro.;47.0995;Przyjdź jutro.;51.6289;Przyjdź też jutro!
en-pl;android;-4.0139;"I said to myself, ""That's a good idea.""";"Powiedziałem sobie: ""To dobry pomysł"".";83.7446;Powiedziałem sobie - to dobry pomysł.;87.7585;Powiedziałem sobie: to dobry pomysł.
en-pl;android;-1.4804;I will be back soon.;Niedługo wrócę.;6.8383;Wkrótce wrócę.;8.3187;Zaraz wracam.
en-pl;android;-0.9003;This box contains five apples.;To pudełko zawiera pięć jabłek.;62.2860;To pole zawiera pięć jabłek.;63.1862;Ta skrzynka zawiera pięć jabłek.
en-pl;android;0.0000;I ordered two hamburgers.;Zamówiłem dwa hamburgery.;100.0000;Zamówiłem dwa hamburgery.;100.0000;Zamówiłem dwa hamburgery.
en-pl;android;0.0000;No, he's not my new boyfriend.;Nie, on nie jest moim nowym chłopakiem.;50.7220;Nie, on nie jest moim nowym chłopakiem.;50.7220;Nie, to nie jest mój nowy chłopak.
en-pl;android;0.0000;Do you remember me?;Pamiętasz mnie?;100.0000;Pamiętasz mnie?;100.0000;Pamiętasz mnie?
en-pl;android;0.0000;I would like a cup of coffee.;Chciałbym filiżankę kawy.;100.0000;Chciałbym filiżankę kawy.;100.0000;Chciałbym filiżankę kawy.
en-pl;android;0.0000;Muiriel is 20 now.;Muiriel ma teraz 20 lat.;100.0000;Muiriel ma teraz 20 lat.;100.0000;Muiriel ma teraz 20 lat.
en-pl;android;0.0000;What do you make?;Co robisz?;100.0000;Co robisz?;100.0000;Co robisz?
en-pl;android;0.0000;Hello, I am Nancy.;Cześć, jestem Nancy.;100.0000;Cześć, jestem Nancy.;100.0000;Cześć, jestem Nancy.
en-pl;android;0.0000;I believe in this method of teaching.;Wierzę w tę metodę nauczania.;100.0000;Wierzę w tę metodę nauczania.;100.0000;Wierzę w tę metodę nauczania.
en-pl;android;0.0000;Don't count on his help.;Nie licz na jego pomoc.;100.0000;Nie licz na jego pomoc.;100.0000;Nie licz na jego pomoc.
en-pl;android;0.0000;The mother was exhausted.;Matka była wyczerpana.;55.7976;Matka była wyczerpana.;55.7976;Matka była wykończona.
en-pl;android;0.0000;Where are my glasses?;Gdzie są moje okulary?;100.0000;Gdzie są moje okulary?;100.0000;Gdzie są moje okulary?
pl-en;ios;95.9677;Smacznego!;Enjoy your meal!;100.0000;Tasty!;4.0323;Enjoy your meal!
pl-en;ios;76.7257;Nie brakuje niczego.;Nothing is missing.;100.0000;There is no lack of anything.;23.2743;Nothing is missing.
pl-en;ios;64.6216;Zgubił się pan?;Are you lost?;100.0000;Did you get lost?;35.3784;Are you lost?
pl-en;ios;62.1481;Staruszek lubi przesadzać.;The old man likes to exaggerate.;73.4666;Older likes to overdo.;11.3185;The old man tends to exaggerate.
pl-en;ios;60.8374;Poczta przychodzi przed południem.;The post office arrives before noon.;69.7755;Post comes from the south.;8.9382;The mail arrives before noon.
pl-en;ios;60.7002;Nie mówię po japońsku.;I don't speak Japanese.;100.0000;I'm not talking about Japanese.;39.2998;I don't speak Japanese.
pl-en;ios;57.5436;Mówi pan po angielsku?;Do you speak English?;100.0000;Are you in English?;42.4564;Do you speak English?
pl-en;ios;53.9290;To zdjęcie zrobiono w Narze.;This photo was taken in Nara.;100.0000;This picture was taken in a computer.;46.0710;This photo was taken in Nara.
pl-en;ios;50.2534;Nie, to nie jest mój nowy chłopak.;No, he's not my new boyfriend.;100.0000;No, this is not my new boy.;49.7466;No, he's not my new boyfriend.
pl-en;ios;46.1239;Wczoraj było trzęsienie ziemi.;There was an earthquake yesterday.;100.0000;Yesterday was the earthquake.;53.8761;There was an earthquake yesterday.
pl-en;ios;44.5310;Nie wiem.;I don't know.;100.0000;I do not know.;55.4690;I don't know.
pl-en;ios;37.5280;Nie jesteś winien tego wypadku.;You are not to blame for this accident.;86.7058;You are not guilty of this accident.;49.1778;You are not to blame for the accident.
pl-en;ios;37.4774;Zaproszono mnie na wycieczkę zagraniczną, ale nie chcę jechać.;I was invited on a trip abroad, but I don't want to go.;83.8595;I was invited to a foreign trip, but I do not want to go.;46.3821;I've been invited on a trip abroad, but I don't want to go.
pl-en;ios;35.5282;Spójrz na ten dym.;Look at that smoke.;100.0000;Look at this smoke.;64.4718;Look at that smoke.
pl-en;ios;29.1845;Jest biedna, ale szczęśliwa.;She is poor, but happy.;67.3675;It is poor but happy.;38.1830;She is poor, but she is happy.
pl-en;ios;28.1872;Hiszpania jest krajem demokratycznym od 1975 roku.;Spain has been a democratic country since 1975.;83.7445;Spain is a democratic country since 1975.;55.5573;Spain has been a democracy since 1975.
pl-en;ios;26.9689;Uszczęśliwił rodziców.;He made his parents happy.;100.0000;He made parents happy.;73.0311;He made his parents happy.
pl-en;ios;26.7749;Matka była wykończona.;Mother was exhausted.;81.8616;The mother was finished.;55.0867;The mother was exhausted.
pl-en;ios;24.9208;W moim poduszkowcu jest pełno węgorzy.;My hovercoat is full of eels.;76.1719;In my pillows, it is full of eels.;51.2511;My hovercraft is full of eels.
pl-en;ios;24.8396;Ściany mają uszy.;The walls have ears.;100.0000;Walls have ears.;75.1604;The walls have ears.
pl-en;android;-77.7216;Musisz iść.;You have to go.;22.2784;You must go.;100.0000;You must go.
pl-en;android;-46.3448;Hasło brzmi „Muiriel”.;"The slogan is ""Muiriel"".";53.6552;"The password is ""Muiriel"".";100.0000;"The password is ""Muiriel""."
pl-en;android;-34.9548;Japonia zużywa dużo papieru.;Japan uses a lot of paper.;65.0452;Japan consumes a lot of paper.;100.0000;Japan consumes a lot of paper.
pl-en;android;-32.7536;Zaraz wracam.;I'll be right back.;25.4510;I'll come back soon.;58.2047;I will be back soon.
pl-en;android;-23.0510;Weź książkę i przeczytaj ją!;Take the book and read it!;70.8223;Take a book and read it!;93.8732;Take a book and read it.
pl-en;android;-21.5315;Chciałbym filiżankę kawy.;I'd like a cup of coffee.;78.4685;I would like a cup of coffee.;100.0000;I would like a cup of coffee.
pl-en;android;-16.8204;Przepraszam bardzo.;I'm very sorry.;46.3021;I'm sorry.;63.1226;I'm so sorry.
pl-en;android;-4.8492;Bez wątpienia Wszechświat jest nieskończony.;Without a doubt, the universe is infinite.;64.7075;No doubt the universe is infinite.;69.5566;There's no doubt: the universe is infinite.
pl-en;android;-4.7361;Przyjdź też jutro!;Come tomorrow too!;45.6703;Come also tomorrow!;50.4064;Come again tomorrow.
pl-en;android;-4.4091;To jest tego samego koloru co moje.;It's the same color as mine.;79.7374;This is the same color as mine.;84.1465;That is the same color as mine.
pl-en;android;-3.6470;Proszę bardzo, nie ma za co.;Here you go, you're welcome.;77.4120;Please, you're welcome.;81.0590;You're welcome.
pl-en;android;-3.5121;Bez obaw.;No worries.;7.1839;Without worried.;10.6960;Fear nothing.
pl-en;android;-1.1089;Pogoda pogarszała się z upływem dnia.;The weather worsened over the day.;36.9743;The weather was deteriorated over the day.;38.0832;The weather was getting worse and worse as the day went on.
pl-en;android;-0.6546;Nie przywykłem do publicznych wystąpień.;I'm not used to public speaking.;30.2116;I did not get public speeches.;30.8662;I am not accustomed to making speeches in public.
pl-en;android;-0.3099;Pojechałem autostradą numer 58.;I drove on highway number 58.;32.5591;I went highway number 58.;32.8691;I took Highway 58.
pl-en;android;0.0000;Czy mówi pan po włosku?;Do you speak Italian?;100.0000;Do you speak Italian?;100.0000;Do you speak Italian?
pl-en;android;0.0000;Zawołajcie policję!;Call the police!;100.0000;Call the police!;100.0000;Call the police!
pl-en;android;0.0000;Ci, co go znają, lubią go.;Those who know him like him.;100.0000;Those who know him like him.;100.0000;Those who know him like him.
pl-en;android;0.0000;Zamówiłem dwa hamburgery.;I ordered two hamburgers.;100.0000;I ordered two hamburgers.;100.0000;I ordered two hamburgers.
pl-en;android;0.0000;Pamiętam pierwszy raz.;I remember the first time.;100.0000;I remember the first time.;100.0000;I remember the first time.
