direction;winner;gap;text;ios;ios_score;android;android_score;gold
pl-en;ios;76.6431;Nie mówię po japońsku.;I don't speak Japanese.;100.0000;I'm not talking about Japanese.;23.3569;I don't speak Japanese.
pl-en;ios;74.1095;Wczoraj było trzęsienie ziemi.;There was an earthquake yesterday.;100.0000;Yesterday was the earthquake.;25.8905;There was an earthquake yesterday.
pl-en;ios;71.2997;Nie, to nie jest mój nowy chłopak.;No, he's not my new boyfriend.;100.0000;No, this is not my new boy.;28.7003;No, he's not my new boyfriend.
pl-en;ios;69.2108;Nie rozumiem.;I don't understand.;100.0000;I do not understand.;30.7892;I don't understand.
pl-en;ios;69.2108;Nie wiem.;I don't know.;100.0000;I do not know.;30.7892;I don't know.
pl-en;ios;67.4970;To zdjęcie zrobiono w Narze.;This photo was taken in Nara.;100.0000;This picture was taken in a computer.;32.5030;This photo was taken in Nara.
pl-en;ios;63.8309;Nie lubię szkoły.;I don't like school.;100.0000;I do not like school.;36.1691;I don't like school.
pl-en;ios;62.3940;Mówi pan po angielsku?;Do you speak English?;100.0000;Are you in English?;37.6060;Do you speak English?
pl-en;ios;62.3940;Zgubił się pan?;Are you lost?;100.0000;Did you get lost?;37.6060;Are you lost?
pl-en;ios;61.0600;Jestem w ciąży.;I'm pregnant.;100.0000;I am pregnant.;38.9400;I'm pregnant.
pl-en;ios;55.3676;Nie zapominaj, że mamy zadanie domowe.;Don't forget that we have homework.;100.0000;Do not forget that we have a homework.;44.6324;Don't forget that we have homework.
pl-en;ios;55.2786;Spójrz na ten dym.;Look at that smoke.;100.0000;Look at this smoke.;44.7214;Look at that smoke.
pl-en;ios;53.0970;Zaproszono mnie na wycieczkę zagraniczną, ale nie chcę jechać.;I was invited on a trip abroad, but I don't want to go.;79.1954;I was invited to a foreign trip, but I do not want to go.;26.0984;I've been invited on a trip abroad, but I don't want to go.
pl-en;ios;50.5261;Uszczęśliwił rodziców.;He made his parents happy.;100.0000;He made parents happy.;49.4739;He made his parents happy.
pl-en;ios;49.4739;Późno już.;It's late.;49.4739;Late.;0.0000;It's already late.
pl-en;ios;48.7520;Ściany mają uszy.;The walls have ears.;100.0000;Walls have ears.;51.2480;The walls have ears.
pl-en;ios;46.6135;Nie należę do żadnego klubu.;I don't belong to any club.;100.0000;I do not belong to any club.;53.3865;I don't belong to any club.
pl-en;ios;41.7348;Nie licz na jego pomoc.;Don't count on his help.;100.0000;Do not count on his help.;58.2652;Don't count on his help.
pl-en;android;-62.3940;Musisz iść.;You have to go.;37.6060;You must go.;100.0000;You must go.
pl-en;android;-34.4003;Chciałbym filiżankę kawy.;I'd like a cup of coffee.;65.5997;I would like a cup of coffee.;100.0000;I would like a cup of coffee.
pl-en;android;-31.9472;Dobre pytanie.;Good question.;0.0000;A good question.;31.9472;Good question!
pl-en;android;-30.2050;Weź książkę i przeczytaj ją!;Take the book and read it!;53.4522;Take a book and read it!;83.6573;Take a book and read it.
pl-en;android;-29.6529;Hasło brzmi „Muiriel”.;"The slogan is ""Muiriel"".";70.3471;"The password is ""Muiriel"".";100.0000;"The password is ""Muiriel""."
pl-en;android;-29.6529;Japonia zużywa dużo papieru.;Japan uses a lot of paper.;70.3471;Japan consumes a lot of paper.;100.0000;Japan consumes a lot of paper.
pl-en;android;-22.8751;To jest tego samego koloru co moje.;It's the same color as mine.;63.1197;This is the same color as mine.;85.9948;That is the same color as mine.
pl-en;android;-20.1911;Rak to wielki wróg ludzkości.;Cancer is the great enemy of humanity.;65.8037;Rak is a great enemy of humanity.;85.9948;Cancer is a great enemy of humanity.
pl-en;android;-12.9062;Zaraz wracam.;I'll be right back.;22.8395;I'll come back soon.;35.7457;I will be back soon.
pl-en;android;-12.4104;Proszę bardzo, nie ma za co.;Here you go, you're welcome.;38.1417;Please, you're welcome.;50.5520;You're welcome.
pl-en;android;-6.0790;Pogoda pogarszała się z upływem dnia.;The weather worsened over the day.;13.4878;The weather was deteriorated over the day.;19.5668;The weather was getting worse and worse as the day went on.
pl-en;android;-4.9377;Pojechałem autostradą numer 58.;I drove on highway number 58.;25.2760;I went highway number 58.;30.2138;I took Highway 58.
pl-en;android;-4.5090;Jeszcze nie odzyskał przytomności.;He hasn't regained consciousness yet.;19.6407;He did not regain consciousness yet.;24.1498;He has not yet recovered consciousness.
pl-en;android;-3.8154;Sen jest ważny, ale po co istnieje - to stanowi zagadkę.;Sleep is important, but why does it exist - it is a mystery.;23.2665;Dream is important, but why exists - it is a mystery.;27.0820;Despite the importance of sleep, its purpose is a mystery.
pl-en;android;-1.9350;Matka była wykończona.;Mother was exhausted.;51.2480;The mother was finished.;53.1830;The mother was exhausted.
pl-en;android;-1.1095;Uważa się, ze to ważna sprawa.;This is considered an important matter.;34.8209;It is believed that this is an important matter.;35.9304;It's considered to be an important matter.
pl-en;android;-0.9247;Przepraszam bardzo.;I'm very sorry.;48.5492;I'm sorry.;49.4739;I'm so sorry.
pl-en;android;0.0000;Czy mówi pan po włosku?;Do you speak Italian?;100.0000;Do you speak Italian?;100.0000;Do you speak Italian?
pl-en;android;0.0000;Zawołajcie policję!;Call the police!;100.0000;Call the police!;100.0000;Call the police!
pl-en;android;0.0000;Ci, co go znają, lubią go.;Those who know him like him.;100.0000;Those who know him like him.;100.0000;Those who know him like him.
